total_return_pct,cagr_pct,max_drawdown_pct,vol_annual_pct,sharpe,sortino,calmar,n_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,avg_hold_days,exposure_pct,avg_position,turnover_annual
966.4667109724343,192.35072397719964,-32.40569937611978,63.28937137042762,1.9677172711025153,3.189671090295402,5.935706609651067,33,57.57575757575758,24.904752852836463,-5.526701684327333,4.233640074477363,13.363636363636363,53.597122302158276,52.095288420265874,22.34499865245543
