收益%,回撤%,Sharpe,Calmar,交易数,在场%,标的,变体,ATR%中位
682.4372932778009,-40.6386603151796,1.5646796908524643,3.7910932470116903,17,96.94244604316546,国际复材,满仓+2.5xATR追踪,4.823670585503613
777.3880043932902,-54.88266380550802,1.646839849806157,3.0538286209989676,1,99.82014388489209,新易盛,买入持有,5.965924385772929
201.33841355477804,-46.09876519387255,1.205530826600077,1.40706248798006,7,38.84892086330935,新易盛,FIX 买带5/卖带5,5.965924385772929
183.6397683680315,-49.26258415051912,1.1613017809922879,1.2261323914794486,8,38.669064748201436,新易盛,FIX 买带5/卖带5+追踪18%,5.965924385772929
244.30820404965297,-42.289885218595025,1.3238072331964217,1.7765867218832452,7,39.02877697841727,新易盛,ATR k=0.6 无追踪,5.965924385772929
238.85968316012372,-44.52570571629462,1.3286405391375817,1.6590433776093942,10,37.05035971223021,新易盛,ATR k=0.6 追踪2.0xATR,5.965924385772929
198.1591940450591,-50.77561057299695,1.2263597566418538,1.2618895114294404,9,34.89208633093525,新易盛,ATR k=1.0 追踪2.0xATR,5.965924385772929
174.35370151702628,-43.50847396026952,1.1326268501714476,1.333088493804916,16,35.97122302158273,新易盛,ATR k=0.4 追踪1.5xATR,5.965924385772929
766.3829638744904,-57.2196221196039,1.6426609090137239,2.902425614053714,8,98.56115107913669,新易盛,满仓+25%追踪(无趋势过滤),5.965924385772929
729.7171842830469,-50.85517539525577,1.6306391742088016,3.1641157664267237,17,96.94244604316546,新易盛,满仓+2.5xATR追踪,5.965924385772929
436.9398708860192,-44.823952973149986,1.4811302721354094,2.5478566005058347,1,99.82014388489209,光迅科技,买入持有,5.032438960043184
170.3422573618453,-38.13512559807736,1.1366877679274228,1.4933571282060787,9,46.58273381294964,光迅科技,FIX 买带5/卖带5,5.032438960043184
140.35338775779172,-37.33059721426757,1.0350526916478042,1.3073547566482393,11,44.064748201438846,光迅科技,FIX 买带5/卖带5+追踪18%,5.032438960043184
163.8581665835448,-35.104631281275026,1.129379204658492,1.573349986024702,10,43.52517985611511,光迅科技,ATR k=0.6 无追踪,5.032438960043184
143.26742630194852,-38.07365056520132,1.0598340972824876,1.3032458239015001,17,40.46762589928058,光迅科技,ATR k=0.6 追踪2.0xATR,5.032438960043184
281.5888604978277,-29.478822071416943,1.5164032080976428,2.832038223755808,12,37.410071942446045,光迅科技,ATR k=1.0 追踪2.0xATR,5.032438960043184
101.75113142484267,-44.058686570660576,0.8897935594315197,0.850069165834036,22,39.20863309352518,光迅科技,ATR k=0.4 追踪1.5xATR,5.032438960043184
524.8682790325615,-39.571018501485035,1.5966029206107168,3.2712407072491025,5,99.10071942446042,光迅科技,满仓+25%追踪(无趋势过滤),5.032438960043184
522.7397058891163,-41.785103431457095,1.6007120840176143,3.0894203397558724,18,96.76258992805755,光迅科技,满仓+2.5xATR追踪,5.032438960043184
463.5295681274733,-37.868183280263004,1.536600633329808,3.141140691263069,1,99.82014388489209,深南电路,买入持有,5.17117723875179
129.02225450023602,-28.911901966580523,1.0155549715714671,1.576609777774675,6,44.60431654676259,深南电路,FIX 买带5/卖带5,5.17117723875179
129.02225450023602,-28.911901966580523,1.0155549715714671,1.576609777774675,6,44.60431654676259,深南电路,FIX 买带5/卖带5+追踪18%,5.17117723875179
79.45254042045025,-31.488182826380474,0.7748402334374382,0.9637433537011251,10,42.62589928057554,深南电路,ATR k=0.6 无追踪,5.17117723875179
103.3842780589668,-29.627439412437717,0.9128832761903382,1.281113734613937,12,40.28776978417266,深南电路,ATR k=0.6 追踪2.0xATR,5.17117723875179
96.00534813156021,-31.693796647967034,0.8829436831731122,1.1252885926930183,11,38.84892086330935,深南电路,ATR k=1.0 追踪2.0xATR,5.17117723875179
0.9842804907488345,-44.11467847385248,0.17395037579900235,0.01008549517650081,25,37.05035971223021,深南电路,ATR k=0.4 追踪1.5xATR,5.17117723875179
493.12937212926965,-35.333368967267084,1.5784894710741408,3.5119450122275557,5,99.10071942446042,深南电路,满仓+25%追踪(无趋势过滤),5.17117723875179
386.27885057769834,-35.97525831966549,1.441470892149378,2.9130109475695893,17,96.94244604316546,深南电路,满仓+2.5xATR追踪,5.17117723875179
260.0247423612025,-41.87731047161175,1.195152522067859,1.8795555562681028,1,99.82014388489209,澜起科技,买入持有,4.403568655157228
30.65063833085371,-35.19734920415944,0.4480831963723991,0.3660037824384233,9,37.94964028776979,澜起科技,FIX 买带5/卖带5,4.403568655157228
31.628706244355943,-35.19734920415944,0.45627841869380587,0.37686336313827745,9,37.76978417266187,澜起科技,FIX 买带5/卖带5+追踪18%,4.403568655157228
43.603802412263384,-30.055140856936756,0.5501632517308961,0.5930407833743812,11,36.15107913669065,澜起科技,ATR k=0.6 无追踪,4.403568655157228
34.763143958631204,-28.374953836703032,0.48545367592343996,0.5102800727060078,17,33.81294964028777,澜起科技,ATR k=0.6 追踪2.0xATR,4.403568655157228
1.6504671959188366,-33.97678962496261,0.16671099771843714,0.021918098818890893,17,32.73381294964029,澜起科技,ATR k=1.0 追踪2.0xATR,4.403568655157228
10.30708097560391,-38.27415070223489,0.26053570127484205,0.11878744793352315,24,35.431654676258994,澜起科技,ATR k=0.4 追踪1.5xATR,4.403568655157228
261.6292127801378,-37.59897505529596,1.2036059976995102,2.103016545979473,5,99.10071942446042,澜起科技,满仓+25%追踪(无趋势过滤),4.403568655157228
309.51014639384215,-37.32070499038355,1.3067469028135712,2.3968705183599233,18,96.76258992805755,澜起科技,满仓+2.5xATR追踪,4.403568655157228
225.4665216321584,-37.669170144543074,1.1512328380165369,1.922039548095981,1,99.81684981684981,海光信息,买入持有,5.141122892259379
99.617841859245,-25.207947137092123,0.8465327107682543,1.4907776285133398,7,32.78388278388278,海光信息,FIX 买带5/卖带5,5.141122892259379
99.617841859245,-25.207947137092123,0.8465327107682543,1.4907776285133398,7,32.78388278388278,海光信息,FIX 买带5/卖带5+追踪18%,5.141122892259379
130.3330673618782,-22.03706836806637,0.9754275210679695,2.1316033183256975,9,31.868131868131865,海光信息,ATR k=0.6 无追踪,5.141122892259379
118.40483129307842,-24.776820103905916,0.9346085728827033,1.7520826201176716,19,28.754578754578752,海光信息,ATR k=0.6 追踪2.0xATR,5.141122892259379
74.76296290881889,-34.41901113073035,0.7311479422014653,0.853879993007245,15,27.472527472527474,海光信息,ATR k=1.0 追踪2.0xATR,5.141122892259379
78.45533725404717,-28.999278925856085,0.7422444992592138,1.0567272224194073,26,29.67032967032967,海光信息,ATR k=0.4 追踪1.5xATR,5.141122892259379
202.78415548799904,-35.085001855024935,1.0976630355063788,1.902474291542028,5,99.08424908424908,海光信息,满仓+25%追踪(无趋势过滤),5.141122892259379
158.64398388530364,-43.82766281827265,0.9834299764098051,1.2561069504354156,18,96.7032967032967,海光信息,满仓+2.5xATR追踪,5.141122892259379
332.21941632148804,-59.4355357942226,1.336342056258301,1.5839756296392067,1,99.82014388489209,兆易创新,买入持有,5.140588750445284
233.77901165365046,-28.45121110912232,1.3792873680230207,2.5546767354367628,8,40.827338129496404,兆易创新,FIX 买带5/卖带5,5.140588750445284
263.83344551127453,-28.45121110912232,1.4732030039223094,2.7965470005124518,8,40.28776978417266,兆易创新,FIX 买带5/卖带5+追踪18%,5.140588750445284
225.2644630216282,-37.723810068576526,1.3531379532133951,1.873431928324598,10,40.10791366906475,兆易创新,ATR k=0.6 无追踪,5.140588750445284
248.54419344794115,-32.43865697754642,1.4322409537601934,2.3461187795058263,16,37.76978417266187,兆易创新,ATR k=0.6 追踪2.0xATR,5.140588750445284
217.74883745430316,-30.646557358820804,1.353748306518161,2.2473706718806388,14,36.8705035971223,兆易创新,ATR k=1.0 追踪2.0xATR,5.140588750445284
230.48445978400628,-28.27188509574019,1.3808867777561473,2.5434817489134267,23,38.489208633093526,兆易创新,ATR k=0.4 追踪1.5xATR,5.140588750445284
340.0409436621143,-56.90037031348586,1.3606919584635964,1.6823964909730142,8,98.56115107913669,兆易创新,满仓+25%追踪(无趋势过滤),5.140588750445284
235.36895547283078,-59.69977362314383,1.163623195324103,1.2237229525251283,22,96.0431654676259,兆易创新,满仓+2.5xATR追踪,5.140588750445284
-19.26051123244519,-51.0286930421102,-0.11661222282138758,-0.18110158536602253,1,99.82014388489209,韦尔股份,买入持有,3.17903476637881
-6.532499329058283,-30.12308302830974,-0.17674809345172934,-0.10010618741407436,4,15.827338129496402,韦尔股份,FIX 买带5/卖带5,3.17903476637881
-6.532499329058283,-30.12308302830974,-0.17674809345172934,-0.10010618741407436,4,15.827338129496402,韦尔股份,FIX 买带5/卖带5+追踪18%,3.17903476637881
-18.648018921759444,-40.05323208178493,-0.5222452589914007,-0.22295251684801848,9,15.107913669064748,韦尔股份,ATR k=0.6 无追踪,3.17903476637881
-17.40509461363253,-39.137344182662574,-0.4792460012071511,-0.21212343317824434,11,14.568345323741008,韦尔股份,ATR k=0.6 追踪2.0xATR,3.17903476637881
-17.499416728731244,-36.123175272097875,-0.5127247499468391,-0.23113761698180443,9,13.848920863309353,韦尔股份,ATR k=1.0 追踪2.0xATR,3.17903476637881
-15.391953147094817,-37.82859130953785,-0.42147096872893014,-0.19285994723644356,12,14.028776978417264,韦尔股份,ATR k=0.4 追踪1.5xATR,3.17903476637881
-22.991682760445332,-51.88820888286054,-0.17357664390352467,-0.2152115595305004,6,98.92086330935251,韦尔股份,满仓+25%追踪(无趋势过滤),3.17903476637881
-16.10319126832538,-47.66845946909759,-0.07546626151977413,-0.16047597307616598,24,95.68345323741008,韦尔股份,满仓+2.5xATR追踪,3.17903476637881
153.1986887725958,-42.7981870118342,1.017091276136373,1.2233577800126587,1,99.82014388489209,长电科技,买入持有,3.9711263788233713
63.26267507739245,-23.24089918633835,0.7386662944982086,1.0704699111438243,5,27.51798561151079,长电科技,FIX 买带5/卖带5,3.9711263788233713
69.4935566904884,-23.24073011793236,0.7911448963253672,1.1624717647574434,5,26.798561151079138,长电科技,FIX 买带5/卖带5+追踪18%,3.9711263788233713
57.164903119108686,-21.8520633708566,0.6945932067791843,1.0407577765309923,8,27.87769784172662,长电科技,ATR k=0.6 无追踪,3.9711263788233713
57.26384414860455,-23.97005457599092,0.6955998922054883,0.9502573679056185,16,25.719424460431657,长电科技,ATR k=0.6 追踪2.0xATR,3.9711263788233713
67.36989098196943,-23.969839328208653,0.7753995760505858,1.0969159807573845,13,22.841726618705035,长电科技,ATR k=1.0 追踪2.0xATR,3.9711263788233713
61.57126830196995,-23.96989477690018,0.7354836816414824,1.013381124013741,17,25.899280575539567,长电科技,ATR k=0.4 追踪1.5xATR,3.9711263788233713
114.84661839974865,-47.92650090295787,0.8823812123578506,0.8643911184101291,6,98.92086330935251,长电科技,满仓+25%追踪(无趋势过滤),3.9711263788233713
122.2066805279288,-40.891508723580394,0.9059833347674016,1.0663076370995959,22,96.0431654676259,长电科技,满仓+2.5xATR追踪,3.9711263788233713
150.43930701899296,-38.2206257081947,0.9733094622615386,1.3501265718635485,1,99.82014388489209,通富微电,买入持有,4.48452804294509
31.45198528394615,-37.43090097704101,0.4566454853607289,0.35253343672749665,8,29.856115107913666,通富微电,FIX 买带5/卖带5,4.48452804294509
16.65321500524182,-44.44696784614749,0.32606044882562624,0.16268680031845995,9,28.597122302158272,通富微电,FIX 买带5/卖带5+追踪18%,4.48452804294509
23.12397996683364,-41.65064653521298,0.3864086020168307,0.23738139286959897,10,30.935251798561154,通富微电,ATR k=0.6 无追踪,4.48452804294509
-4.904464790869234,-47.20935580871238,0.09636704826318829,-0.04773352952447122,19,28.23741007194245,通富微电,ATR k=0.6 追踪2.0xATR,4.48452804294509
