date,open,high,low,close,volume
2024-06-03,5300.787,5316.335,5232.688,5274.069,12696851500
2024-06-04,5263.226,5352.284,5247.584,5341.95,10808314400
2024-06-05,5328.868,5347.43,5277.941,5277.941,10579275700
2024-06-06,5291.521,5305.878,5213.662,5228.8,13336823100
2024-06-07,5247.146,5258.818,5172.051,5208.98,11352747800
2024-06-11,5182.413,5232.85,5159.334,5217.47,11643711600
2024-06-12,5209.134,5245.991,5205.572,5232.953,10306556900
2024-06-13,5231.91,5233.795,5182.742,5194.59,11823276400
2024-06-14,5180.289,5235.878,5163.384,5213.093,13399862000
2024-06-17,5189.284,5223.589,5184.599,5207.128,10797066400
2024-06-18,5207.978,5243.587,5204.971,5230.891,9409090300
2024-06-19,5235.476,5236.302,5168.82,5168.82,8784959000
2024-06-20,5162.161,5184.747,5092.287,5094.565,9560900300
2024-06-21,5079.923,5128.138,5071.655,5102.329,8383890700
2024-06-24,5072.803,5078.955,4986.768,4992.91,10018664600
2024-06-25,4989.071,5007.336,4918.039,4948.634,9163677900
2024-06-26,4942.165,5024.768,4915.664,5020.432,9339462100
2024-06-27,4998.994,5000.175,4925.16,4928.051,8853718700
2024-06-28,4914.669,5003.409,4914.547,4942.782,10630834200
2024-07-01,4943.787,5017.61,4929.087,5003.161,9731279300
2024-07-02,5000.576,5002.742,4934.117,4949.477,9620933400
2024-07-03,4945.399,4950.515,4905.39,4910.925,8452833100
2024-07-04,4917.441,4935.606,4827.342,4834.498,9100846600
2024-07-05,4828.863,4877.933,4794.129,4866.265,8313327900
2024-07-08,4857.025,4857.266,4768.564,4783.617,9025450000
2024-07-09,4775.313,4888.482,4745.317,4876.899,11140196800
2024-07-10,4857.483,4891.373,4836.17,4844.162,10095318600
2024-07-11,4902.811,4941.702,4871.172,4939.732,11527549400
2024-07-12,4926.981,4937.347,4905.797,4919.364,9717510600
2024-07-15,4903.516,4903.516,4868.743,4883.897,8682431200
2024-07-16,4877.601,4907.832,4850.432,4898.363,8726797800
2024-07-17,4893.414,4900.36,4853.603,4856.579,9690954700
2024-07-18,4822.13,4879.693,4793.429,4877.692,9665475000
2024-07-19,4853.042,4900.379,4842.93,4872.053,9329074600
2024-07-22,4872.636,4885.364,4839.112,4865.978,9271045800
2024-07-23,4862.971,4862.971,4722.799,4722.799,10240371200
2024-07-24,4712.287,4738.762,4661.827,4668.062,11267463500
2024-07-25,4644.422,4710.463,4635.244,4665.449,8860007400
2024-07-26,4670.446,4744.454,4670.446,4736.377,8647204900
2024-07-29,4740.499,4742.148,4702.98,4708.844,8110203900
2024-07-30,4694.525,4712.042,4650.559,4699.282,8335338200
2024-07-31,4694.729,4887.919,4687.046,4886.414,14318091900
2024-08-01,4893.871,4928.241,4834.654,4852.973,11321339300
2024-08-02,4816.937,4874.711,4783.115,4788.616,9852984400
2024-08-05,4756.076,4846.542,4693.817,4693.848,11333814800
2024-08-06,4740.454,4774.928,4699.177,4750.776,10777477000
2024-08-07,4747.98,4783.42,4719.938,4751.941,9698948100
2024-08-08,4737.093,4791.659,4701.786,4755.815,10430925300
2024-08-09,4778.257,4805.099,4720.31,4720.31,10881958600
2024-08-12,4716.961,4737.191,4696.053,4714.159,8910083200
2024-08-13,4713.96,4731.835,4680.588,4731.835,8136517300
2024-08-14,4729.815,4730.237,4667.073,4667.073,7458803000
2024-08-15,4656.695,4746.41,4647.795,4698.375,9097329300
2024-08-16,4703.604,4708.019,4662.113,4670.379,8737958000
2024-08-19,4666.331,4729.874,4666.258,4682.963,8713686700
2024-08-20,4684.295,4686.363,4590.391,4602.01,9184614600
2024-08-21,4589.089,4610.867,4582.265,4587.122,8352691000
2024-08-22,4589.496,4595.05,4526.25,4533.37,8585686800
2024-08-23,4523.991,4549.303,4513.204,4537.087,7577836400
2024-08-26,4542.856,4558.592,4523.727,4544.359,8711829600
2024-08-27,4532.486,4532.486,4487.092,4495.286,8252920500
2024-08-28,4486.431,4527.769,4482.032,4500.009,8268119900
2024-08-29,4483.553,4577.792,4475.223,4557.901,10311556200
2024-08-30,4557.501,4704.341,4548.383,4639.114,15159336100
2024-09-02,4631.9,4632.311,4546.839,4546.883,12636851700
2024-09-03,4543.22,4612.283,4543.22,4596.482,9858968600
2024-09-04,4567.686,4623.378,4552.304,4582.084,9243568500
2024-09-05,4585.168,4630.639,4582.054,4601.091,8058372300
2024-09-06,4609.342,4613.31,4535.349,4537.454,9014759600
2024-09-09,4517.566,4541.794,4487.843,4507.187,9194460800
2024-09-10,4509.324,4528.669,4432.913,4507.707,9852954200
2024-09-11,4490.187,4529.345,4479.031,4514.916,8520684200
2024-09-12,4518.988,4568.746,4496.592,4496.592,8665430400
2024-09-13,4500.395,4509.072,4450.959,4450.959,9253375700
2024-09-18,4450.089,4474.722,4397.161,4462.87,9098968300
2024-09-19,4481.464,4565.39,4437.536,4520.394,11561186800
2024-09-20,4514.96,4515.806,4471.944,4498.39,9431204400
2024-09-23,4495.781,4545.541,4483.13,4494.688,8993522700
2024-09-24,4524.221,4690.574,4503.125,4689.596,17714470300
2024-09-25,4743.634,4847.203,4724.43,4731.476,20459351900
2024-09-26,4725.996,4938.184,4719.349,4938.184,22993032300
2024-09-27,5027.264,5227.958,5021.515,5201.666,23017750800
2024-09-30,5449.789,5757.921,5387.338,5743.217,38870320000
2024-10-08,6417.814,6417.814,5868.853,6155.582,49354642000
2024-10-09,6013.702,6088.08,5704.478,5735.641,43115641600
2024-10-10,5768.611,5875.936,5597.477,5690.882,35348024500
2024-10-11,5650.049,5652.852,5408.87,5470.813,24438337300
2024-10-14,5503.646,5623.969,5408.392,5608.153,25060854100
2024-10-15,5578.261,5661.075,5471.881,5472.56,23899701900
2024-10-16,5393.666,5546.176,5393.666,5461.088,20545092600
2024-10-17,5499.766,5541.033,5417.881,5418.988,20276868500
2024-10-18,5416.032,5774.141,5404.204,5640.02,28711421900
2024-10-21,5680.565,5797.881,5631.232,5704.225,26688518600
2024-10-22,5703.32,5779.298,5673.79,5753.85,23702362400
2024-10-23,5745.107,5853.456,5727.774,5776.383,27341264000
2024-10-24,5747.558,5759.865,5694.779,5726.704,20769004600
2024-10-25,5735.285,5855.265,5729.438,5809.688,23672570800
2024-10-28,5816.33,5883.72,5787.484,5883.72,27065378700
2024-10-29,5903.307,5917.215,5807.29,5812.529,27537114300
2024-10-30,5793.833,5869.111,5777.43,5837.934,25202127500
2024-10-31,5839.977,5935.183,5812.032,5901.29,31354920200
2024-11-01,5893.319,5934.203,5795.081,5831.822,36984064100
2024-11-04,5835.392,5928.909,5835.392,5928.909,28655229400
2024-11-05,5925.865,6119.254,5910.889,6111.971,36634449200
2024-11-06,6134.924,6204.533,6081.807,6125.787,41518773700
2024-11-07,6061.735,6240.757,6049.587,6239.56,41841332300
2024-11-08,6306.799,6333.679,6206.295,6222.445,38564834700
2024-11-11,6211.033,6330.805,6199.056,6330.615,33409692100
2024-11-12,6349.23,6382.978,6205.099,6263.883,33285691900
2024-11-13,6234.158,6282.278,6162.898,6259.841,26040067300
2024-11-14,6240.609,6240.609,6068.658,6078.305,23974313800
2024-11-15,6055.535,6093.423,5924.35,5924.483,23622604200
2024-11-18,5940.486,5977.492,5799.908,5833.036,28252722400
2024-11-19,5836.611,5936.935,5776.202,5936.602,24140421500
2024-11-20,5920.323,6015.234,5909.106,5992.39,21734522400
2024-11-21,5973.155,6009.629,5937.805,5985.313,20619894100
2024-11-22,5969.075,5983.339,5750.246,5750.246,22506673700
2024-11-25,5754.547,5774.817,5662.095,5735.649,18600506000
2024-11-26,5727.373,5773.356,5688.576,5690.479,14756286500
2024-11-27,5669.555,5805.635,5603.996,5804.937,17531330200
2024-11-28,5802.797,5826.488,5749.287,5757.597,17218353700
2024-11-29,5748.167,5899.873,5736.409,5851.939,20425554400
2024-12-02,5853.705,5956.598,5848.424,5943.625,23618130800
2024-12-03,5946.735,5954.661,5877.801,5932.121,20987050900
2024-12-04,5929.476,5940.855,5850.909,5879.27,21599163400
2024-12-05,5855.742,5923.624,5853.527,5901.986,19854223600
2024-12-06,5903.499,6011.769,5877.043,5979.197,26532953600
2024-12-09,5983.334,6004.234,5911.362,5947.109,28446220900
