date,open,high,low,close,volume
2024-06-03,1806.409,1823.511,1800.198,1819.455,15195340795
2024-06-04,1816.368,1848.56,1815.072,1843.592,14882948572
2024-06-05,1840.079,1858.686,1833.55,1833.55,13599889062
2024-06-06,1840.246,1845.545,1815.278,1820.448,17243187186
2024-06-07,1812.456,1820.74,1764.836,1781.07,13311703706
2024-06-11,1766.915,1791.001,1761.584,1787.302,12264814457
2024-06-12,1779.318,1789.411,1778.128,1779.418,12699954646
2024-06-13,1786.105,1799.09,1776.081,1777.791,12865666470
2024-06-14,1777.275,1792.805,1758.889,1791.362,12908181077
2024-06-17,1780.936,1810.999,1780.513,1806.193,12176203484
2024-06-18,1805.159,1822.115,1802.626,1811.365,13548671185
2024-06-19,1816.06,1816.06,1788.173,1788.496,13959257786
2024-06-20,1787.236,1793.707,1761.646,1762.701,14096549044
2024-06-21,1756.671,1762.431,1742.466,1755.876,11278193341
2024-06-24,1745.929,1755.523,1729.099,1731.515,13220553075
2024-06-25,1724.64,1729.215,1691.018,1700.025,12086114180
2024-06-26,1700.949,1733.792,1696.125,1730.642,13478273980
2024-06-27,1719.778,1720.997,1702.241,1703.201,13043601003
2024-06-28,1696.937,1720.945,1680.418,1683.43,13731158784
2024-07-01,1679.662,1689.545,1652.01,1682.692,12171740773
2024-07-02,1677.669,1683.847,1660.317,1665.035,13335516390
2024-07-03,1664.986,1675.647,1648.245,1660.124,13256222325
2024-07-04,1666.393,1674.752,1647.22,1647.22,12760170228
2024-07-05,1648.739,1662.316,1631.886,1655.594,12151214588
2024-07-08,1651.641,1652.193,1624.549,1628.758,12064389899
2024-07-09,1625.522,1660.33,1614.605,1652.117,14080741517
2024-07-10,1642.861,1668.09,1641.838,1651.11,12740341289
2024-07-11,1673.54,1694.776,1658.957,1685.118,15098192426
2024-07-12,1680.14,1692.889,1672.666,1683.629,12705191814
2024-07-15,1674.887,1679.882,1665.338,1673.007,11370609493
2024-07-16,1671.921,1697.136,1671.31,1696.336,11181285514
2024-07-17,1691.947,1707.613,1684.942,1696.451,11854099545
2024-07-18,1680.339,1718.821,1678.56,1717.709,12328013997
2024-07-19,1706.843,1731.126,1706.58,1725.487,11280441171
2024-07-22,1729.28,1735.601,1713.373,1723.914,11673481560
2024-07-23,1721.935,1722.077,1671.443,1671.443,12922282902
2024-07-24,1666.621,1682.963,1645.753,1650.908,12561957278
2024-07-25,1641.682,1658.135,1638.54,1644.454,11316775740
2024-07-26,1649.345,1670.214,1646.634,1659.534,12060189919
2024-07-29,1653.39,1653.39,1634.509,1635.675,12577995572
2024-07-30,1629.181,1637.21,1621.935,1630.951,12773299236
2024-07-31,1623.038,1689.491,1623.038,1688.142,17672251086
2024-08-01,1690.219,1694.591,1663.075,1665.973,15298802052
2024-08-02,1649.843,1671.357,1635.436,1638.304,15257143384
2024-08-05,1621.188,1656.09,1607.245,1607.288,16097551749
2024-08-06,1628.116,1638.48,1612.0,1627.355,13507272870
2024-08-07,1624.063,1632.645,1618.394,1620.332,12727404830
2024-08-08,1611.262,1628.665,1598.679,1611.509,14073768007
